Transaction_ID,Customer_ID,Date,Time,Month,Quarter,Year,Week_Number,Day,Day_of_Week,Weekend,Category,Sub_Category,Description,Merchant,Merchant_Category,Transaction_Type,Amount,Currency,Payment_Mode,Account_Type,City,State,Country,Latitude,Longitude,Budget_Category,Income_Source,Expense_Tag,Recurring,Salary_Week,Holiday,Notes
TXN-100079,CUST-1004,2023-01-28,14:31:56,1,1,2023,4,28,Saturday,Yes,UPI Payments,PhonePe UPI Transfer,Purchase at PhonePe Money Transfer - PhonePe UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,2740.98,INR,UPI,Current Account,Delhi,DL,India,28.660423,77.13811,Miscellaneous,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-100080,CUST-1002,2023-01-18,22:38:18,1,1,2023,3,18,Wednesday,No,Travel,Uber Ride India,Purchase at Uber India Cab - Uber Ride India,Uber India Cab,Travel,Expense,10122.1,INR,Credit Card,Credit Card,Bangalore,KA,India,12.993659,77.608224,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-100081,CUST-1002,2023-09-05,16:15:26,9,3,2023,36,5,Tuesday,No,Refund,Tax Refund,Refund statement credit,Paytm Cash Wallet Refund,Refund,Income,2610.29,INR,Credit Card,Savings Account,Bangalore,KA,India,12.969304,77.592568,Income,Refund,None,No,No,Yes,Statement payout
TXN-100082,CUST-1002,2025-12-05,11:00:00,12,4,2025,49,5,Friday,No,Electricity,Monthly Electricity Bill,Electricity Bill Payment - CUST-1002,BESCOM Bill,Utilities,Expense,1934.0,INR,UPI,Savings Account,Bangalore,KA,India,12.938703,77.639441,Utilities,None,Essential,Yes,No,No,Monthly power bill
TXN-100083,CUST-1001,2025-09-07,21:44:37,9,3,2025,36,7,Sunday,Yes,Milk,Daily Milk Delivery,Purchase at Amul Milk Parlour - Daily Milk Delivery,Amul Milk Parlour,Milk,Expense,29.1,INR,UPI,Current Account,Pune,MH,India,18.461575,73.857862,Groceries,None,Essential,No,No,Yes,Ganesh Chaturthi festival spend
TXN-100084,CUST-1001,2025-09-19,22:26:04,9,3,2025,38,19,Friday,No,Travel,Indigo Flight Booking,Purchase at IRCTC Ticket Booking - Indigo Flight Booking,IRCTC Ticket Booking,Travel,Expense,2054.86,INR,Credit Card,Credit Card,Pune,MH,India,18.465774,73.873476,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-100085,CUST-1004,2025-01-22,22:34:37,1,1,2025,4,22,Wednesday,No,Refund,Tax Refund,Refund statement credit,Paytm Cash Wallet Refund,Refund,Income,37815.52,INR,Credit Card,Savings Account,Delhi,DL,India,28.753947,77.114934,Income,Refund,None,No,No,No,Statement payout
TXN-100086,CUST-1001,2023-07-05,20:02:21,7,3,2023,27,5,Wednesday,No,Freelancing,Data Analysis Consulting,Freelance project work - Data Analysis Consulting,Direct Consulting Project,Freelancing,Income,6194.12,INR,Net Banking,Savings Account,Pune,MH,India,18.48357,73.838962,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-100087,CUST-1001,2024-11-21,08:39:41,11,4,2024,47,21,Thursday,No,Dining,Swiggy Delivery,Purchase at Restaurant Dinner Bill - Swiggy Delivery,Restaurant Dinner Bill,Dining,Expense,205.14,INR,Debit Card,Savings Account,Pune,MH,India,18.528097,73.877971,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-100088,CUST-1004,2024-12-11,18:33:41,12,4,2024,50,11,Wednesday,No,Medical,Apollo Pharmacy Purchase,Purchase at Fortis Hospital Bill - Apollo Pharmacy Purchase,Fortis Hospital Bill,Medical,Expense,1066.02,INR,Credit Card,Credit Card,Delhi,DL,India,28.623711,77.080538,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-100089,CUST-1004,2023-03-08,13:27:44,3,1,2023,10,8,Wednesday,No,Shopping,Amazon India Shopping,Purchase at Amazon India Shopping - Amazon India Shopping,Amazon India Shopping,Shopping,Expense,8184.85,INR,Debit Card,Savings Account,Delhi,DL,India,28.748336,77.079942,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-100090,CUST-1001,2024-11-22,07:18:38,11,4,2024,47,22,Friday,No,Milk,Milk Packets,Purchase at Country Delight Delivery - Milk Packets,Country Delight Delivery,Milk,Expense,68.36,INR,UPI,Current Account,Pune,MH,India,18.536422,73.854222,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100091,CUST-1004,2025-12-08,12:57:52,12,4,2025,50,8,Monday,No,Fuel,Bharat Petroleum,Purchase at HP Petrol Station - Bharat Petroleum,HP Petrol Station,Fuel,Expense,7679.69,INR,Debit Card,Current Account,Delhi,DL,India,28.714114,77.055552,Transportation,None,Essential,No,No,No,Routine purchase
TXN-100092,CUST-1005,2023-01-22,12:57:28,1,1,2023,3,22,Sunday,Yes,Gold,Gold Jewelry Purchase,Purchase at MMTC-PAMP Gold Coin - Gold Jewelry Purchase,MMTC-PAMP Gold Coin,Gold,Expense,2215.69,INR,Net Banking,Current Account,Ahmedabad,GJ,India,23.033524,72.561994,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-100093,CUST-1001,2025-07-17,18:42:23,7,3,2025,29,17,Thursday,No,Fuel,Petrol (Indian Oil),Purchase at Bharat Petroleum Outlet - Petrol (Indian Oil),Bharat Petroleum Outlet,Fuel,Expense,310.32,INR,Credit Card,Credit Card,Pune,MH,India,18.491362,73.808329,Transportation,None,Essential,No,No,No,Routine purchase
TXN-100094,CUST-1004,2025-12-26,18:30:10,12,4,2025,52,26,Friday,No,UPI Payments,Google Pay UPI Transfer,Purchase at PhonePe Money Transfer - Google Pay UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,1421.39,INR,Credit Card,Credit Card,Delhi,DL,India,28.637345,77.107821,Miscellaneous,None,Discretionary,No,Yes,Yes,Christmas & New Year festival spend
TXN-100095,CUST-1004,2024-05-30,14:12:27,5,2,2024,22,30,Thursday,No,Groceries,Zepto,Purchase at DMart Supermarket - Zepto,DMart Supermarket,Groceries,Expense,6562.49,INR,Debit Card,Savings Account,Delhi,DL,India,28.660693,77.153252,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-100096,CUST-1001,2023-12-22,11:35:29,12,4,2023,51,22,Friday,No,Groceries,DMart Groceries,Purchase at Reliance Fresh - DMart Groceries,Reliance Fresh,Groceries,Expense,394.21,INR,Debit Card,Savings Account,Pune,MH,India,18.490807,73.872205,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100097,CUST-1004,2025-03-01,15:49:14,3,1,2025,9,1,Saturday,Yes,Fuel,HP Petrol Pump,Purchase at HP Petrol Station - HP Petrol Pump,HP Petrol Station,Fuel,Expense,2694.31,INR,Credit Card,Credit Card,Delhi,DL,India,28.692191,77.131545,Transportation,None,Essential,No,Yes,No,Leisure POS swipe
TXN-100098,CUST-1003,2025-07-25,21:08:30,7,3,2025,30,25,Friday,No,Dining,Restaurant Dinner Bill,Purchase at Swiggy Delivery - Restaurant Dinner Bill,Swiggy Delivery,Dining,Expense,3276.5,INR,Credit Card,Credit Card,Mumbai,MH,India,19.06008,72.914064,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-100099,CUST-1005,2023-10-14,08:44:39,10,4,2023,41,14,Saturday,Yes,Milk,Milk Packets,Purchase at Amul Milk Parlour - Milk Packets,Amul Milk Parlour,Milk,Expense,125.29,INR,Cash,Current Account,Ahmedabad,GJ,India,23.056708,72.535993,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-100100,CUST-1003,2024-03-28,13:46:17,3,1,2024,13,28,Thursday,No,Food,Zomato Order,Purchase at Zomato Order - Zomato Order,Zomato Order,Food,Expense,3635.77,INR,UPI,Current Account,Mumbai,MH,India,19.087176,72.803501,Food & Dining,None,Discretionary,No,Yes,Yes,Ugadi festival spend
TXN-100101,CUST-1005,2023-12-14,18:56:00,12,4,2023,50,14,Thursday,No,Medical,Doctor Consultation,Purchase at Apollo Pharmacy Medicines - Doctor Consultation,Apollo Pharmacy Medicines,Medical,Expense,1338.78,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.021452,72.54418,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-100102,CUST-1002,2024-02-05,21:59:09,2,1,2024,6,5,Monday,No,Medical,MedPlus Medicine,Purchase at Local Clinic Consultation - MedPlus Medicine,Local Clinic Consultation,Medical,Expense,759.45,INR,Debit Card,Savings Account,Bangalore,KA,India,12.895919,77.592115,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-100103,CUST-1005,2023-09-20,22:08:21,9,3,2023,38,20,Wednesday,No,Interest,Fixed Deposit Interest,Interest statement credit,HDFC Savings Interest,Interest,Income,3452.41,INR,Net Banking,Savings Account,Ahmedabad,GJ,India,22.976519,72.537542,Income,Interest,None,No,No,No,Statement payout
TXN-100104,CUST-1001,2023-05-07,15:32:57,5,2,2023,18,7,Sunday,Yes,Food,Zomato Order,Purchase at Zomato Order - Zomato Order,Zomato Order,Food,Expense,90.11,INR,UPI,Savings Account,Pune,MH,India,18.569452,73.896051,Food & Dining,None,Discretionary,No,No,No,Leisure POS swipe
TXN-100105,CUST-1005,2025-02-24,22:39:24,2,1,2025,9,24,Monday,No,Gold,Digital Gold,Purchase at Digital Gold Accumulation - Digital Gold,Digital Gold Accumulation,Gold,Expense,3510.85,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.00076,72.567115,Investments & Savings,None,Savings,No,No,No,Routine purchase
TXN-100106,CUST-1005,2025-08-24,17:53:43,8,3,2025,34,24,Sunday,Yes,Groceries,Blinkit,Purchase at DMart Supermarket - Blinkit,DMart Supermarket,Groceries,Expense,570.06,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,22.959431,72.575587,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-100107,CUST-1001,2025-03-01,15:21:51,3,1,2025,9,1,Saturday,Yes,Medical,Doctor Consultation,Purchase at Apollo Pharmacy Medicines - Doctor Consultation,Apollo Pharmacy Medicines,Medical,Expense,438.14,INR,Debit Card,Savings Account,Pune,MH,India,18.543546,73.856448,Miscellaneous,None,Essential,No,Yes,No,Leisure POS swipe
TXN-100108,CUST-1005,2023-05-30,12:44:03,5,2,2023,22,30,Tuesday,No,Food,Swiggy Order,Purchase at Dominos Pizza - Swiggy Order,Dominos Pizza,Food,Expense,347.62,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.090813,72.534365,Food & Dining,None,Discretionary,No,Yes,No,Routine purchase
TXN-100109,CUST-1002,2023-09-12,15:49:20,9,3,2023,37,12,Tuesday,No,Shopping,Amazon India Shopping,Purchase at Myntra Apparel Purchase - Amazon India Shopping,Myntra Apparel Purchase,Shopping,Expense,1632.1,INR,Debit Card,Savings Account,Bangalore,KA,India,12.95658,77.622579,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-100110,CUST-1004,2023-05-08,10:53:14,5,2,2023,19,8,Monday,No,Mobile Recharge,Vi Prepaid Recharge,Purchase at Vi Prepaid Bill - Vi Prepaid Recharge,Vi Prepaid Bill,Mobile Recharge,Expense,677.15,INR,UPI,Current Account,Delhi,DL,India,28.719555,77.136011,Utilities,None,Discretionary,No,No,No,Routine purchase
TXN-100111,CUST-1001,2024-08-20,07:41:56,8,3,2024,34,20,Tuesday,No,Food,Swiggy Order,Purchase at McDonalds India - Swiggy Order,McDonalds India,Food,Expense,30.49,INR,Debit Card,Current Account,Pune,MH,India,18.534526,73.886335,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-100112,CUST-1005,2025-05-25,18:55:11,5,2,2025,21,25,Sunday,Yes,Dining,Swiggy Delivery,Purchase at Zomato Order - Swiggy Delivery,Zomato Order,Dining,Expense,578.99,INR,Debit Card,Current Account,Ahmedabad,GJ,India,22.999523,72.585077,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-100113,CUST-1001,2025-11-04,21:07:57,11,4,2025,45,4,Tuesday,No,Dining,Zomato Order,Purchase at Restaurant Dinner Bill - Zomato Order,Restaurant Dinner Bill,Dining,Expense,104.77,INR,Debit Card,Savings Account,Pune,MH,India,18.534648,73.904141,Miscellaneous,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-100114,CUST-1004,2024-06-29,11:24:10,6,2,2024,26,29,Saturday,Yes,Dining,Swiggy Delivery,Purchase at Zomato Order - Swiggy Delivery,Zomato Order,Dining,Expense,1118.62,INR,Cash,Savings Account,Delhi,DL,India,28.67433,77.069469,Miscellaneous,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-100115,CUST-1002,2023-08-20,08:17:46,8,3,2023,33,20,Sunday,Yes,Groceries,Blinkit,Purchase at DMart Supermarket - Blinkit,DMart Supermarket,Groceries,Expense,1945.25,INR,Debit Card,Current Account,Bangalore,KA,India,13.069249,77.612085,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-100116,CUST-1003,2024-10-25,08:11:52,10,4,2024,43,25,Friday,No,Investment,Stock Dividend,Investment statement credit,Zerodha Dividends,Investment,Income,10144.62,INR,Net Banking,Savings Account,Mumbai,MH,India,19.051378,72.900702,Investments & Savings,Investment,None,No,No,Yes,Statement payout
TXN-100117,CUST-1003,2023-10-22,14:57:27,10,4,2023,42,22,Sunday,Yes,Groceries,BigBasket Delivery,Purchase at Zepto Grocery - BigBasket Delivery,Zepto Grocery,Groceries,Expense,3664.6,INR,Credit Card,Credit Card,Mumbai,MH,India,19.12012,72.929074,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-100118,CUST-1004,2025-12-30,16:45:53,12,4,2025,1,30,Tuesday,No,Travel,Indigo Flight Booking,Purchase at Ola Cabs Ride - Indigo Flight Booking,Ola Cabs Ride,Travel,Expense,77485.96,INR,UPI,Savings Account,Delhi,DL,India,28.689935,77.114741,Travel,None,Discretionary,No,Yes,Yes,Christmas & New Year festival spend
TXN-100119,CUST-1003,2023-04-03,07:25:25,4,2,2023,14,3,Monday,No,Shopping,Amazon India Shopping,Purchase at Reliance Digital Electronics - Amazon India Shopping,Reliance Digital Electronics,Shopping,Expense,25115.93,INR,Debit Card,Current Account,Mumbai,MH,India,19.017032,72.886313,Shopping,None,Discretionary,No,No,Yes,Ugadi festival spend
TXN-100120,CUST-1002,2024-06-28,10:30:00,6,2,2024,26,28,Friday,No,Mutual Fund SIP,HDFC Index Fund SIP,Mutual Fund Systemic Investment Plan - CUST-1002,Groww Direct Mutual Fund,Financial Services,Expense,25000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,12.922569,77.536025,Investments & Savings,None,Savings,Yes,Yes,No,Monthly mutual fund SIP accumulation
TXN-100121,CUST-1005,2023-02-28,10:30:37,2,1,2023,9,28,Tuesday,No,Vegetables,Online Vegetable Order,Purchase at Blinkit Vegetables - Online Vegetable Order,Blinkit Vegetables,Vegetables,Expense,150.76,INR,UPI,Savings Account,Ahmedabad,GJ,India,22.972801,72.555667,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-100122,CUST-1004,2025-09-16,07:02:06,9,3,2025,38,16,Tuesday,No,Groceries,Blinkit,Purchase at Blinkit Delivery - Blinkit,Blinkit Delivery,Groceries,Expense,7593.23,INR,UPI,Savings Account,Delhi,DL,India,28.766191,77.073465,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100123,CUST-1005,2025-07-20,19:13:28,7,3,2025,29,20,Sunday,Yes,Medical,Doctor Consultation,Purchase at MedPlus Pharmacy - Doctor Consultation,MedPlus Pharmacy,Medical,Expense,814.11,INR,Debit Card,Current Account,Ahmedabad,GJ,India,23.066021,72.594373,Miscellaneous,None,Essential,No,No,No,Leisure POS swipe
TXN-100124,CUST-1005,2024-09-10,17:36:26,9,3,2024,37,10,Tuesday,No,Milk,Milk Packets,Purchase at Mother Dairy Cabin - Milk Packets,Mother Dairy Cabin,Milk,Expense,42.65,INR,Cash,Current Account,Ahmedabad,GJ,India,23.040489,72.609551,Groceries,None,Essential,No,No,Yes,Ganesh Chaturthi festival spend
TXN-100125,CUST-1003,2024-05-02,11:43:34,5,2,2024,18,2,Thursday,No,Entertainment,Netflix India Subscription,Purchase at Netflix India Plan - Netflix India Subscription,Netflix India Plan,Entertainment,Expense,3950.2,INR,UPI,Savings Account,Mumbai,MH,India,19.078601,72.884059,Entertainment,None,Discretionary,No,Yes,No,Routine purchase
TXN-100126,CUST-1003,2024-03-28,15:36:54,3,1,2024,13,28,Thursday,No,Vegetables,Local Market Vegetables,,Reliance Smart Market,Vegetables,Expense,539.89,INR,UPI,Savings Account,Mumbai,MH,India,19.138653,72.873188,Groceries,None,Essential,No,Yes,Yes,Ugadi festival spend
TXN-100127,CUST-1003,2025-11-17,10:51:06,11,4,2025,47,17,Monday,No,Groceries,DMart Groceries,Purchase at Blinkit Delivery - DMart Groceries,Blinkit Delivery,Groceries,Expense,1606.67,INR,UPI,Current Account,Mumbai,MH,India,19.096248,72.950714,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100128,CUST-1002,2023-07-15,07:32:06,7,3,2023,28,15,Saturday,Yes,UPI Payments,PhonePe UPI Transfer,Purchase at Paytm UPI Pay - PhonePe UPI Transfer,Paytm UPI Pay,UPI Payments,Expense,232.03,INR,UPI,Current Account,Bangalore,KA,India,12.914527,77.597373,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-100129,CUST-1005,2023-07-30,20:31:47,7,3,2023,30,30,Sunday,Yes,Medical,Doctor Consultation,Purchase at MedPlus Pharmacy - Doctor Consultation,MedPlus Pharmacy,Medical,Expense,1198.41,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,22.983968,72.615676,Miscellaneous,None,Essential,No,Yes,No,Leisure POS swipe
TXN-100130,CUST-1005,2023-04-09,13:11:00,4,2,2023,14,9,Sunday,Yes,Travel,Ola Ride,Purchase at Ola Cabs Ride - Ola Ride,Ola Cabs Ride,Travel,Expense,4120.03,INR,Net Banking,Savings Account,Ahmedabad,GJ,India,23.028643,72.594376,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-100131,CUST-1002,2024-08-19,16:01:34,8,3,2024,34,19,Monday,No,Milk,Milk Packets,Purchase at Mother Dairy Cabin - Milk Packets,Mother Dairy Cabin,Milk,Expense,238.13,INR,Cash,Savings Account,Bangalore,KA,India,12.977052,77.55851,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100132,CUST-1002,2024-04-06,19:06:50,4,2,2024,14,6,Saturday,Yes,Shopping,Myntra Clothing,Purchase at Myntra Apparel Purchase - Myntra Clothing,Myntra Apparel Purchase,Shopping,Expense,1410.72,INR,UPI,Savings Account,Bangalore,KA,India,12.930397,77.692431,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-100133,CUST-1004,2023-07-18,08:46:51,7,3,2023,29,18,Tuesday,No,Groceries,Zepto,Purchase at Zepto Grocery - Zepto,Zepto Grocery,Groceries,Expense,3137.08,INR,UPI,Savings Account,Delhi,DL,India,28.699521,77.10841,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100134,CUST-1003,2023-05-20,10:49:28,5,2,2023,20,20,Saturday,Yes,Medical,MedPlus Medicine,Purchase at Local Clinic Consultation - MedPlus Medicine,Local Clinic Consultation,Medical,Expense,511.77,INR,Credit Card,Credit Card,Mumbai,MH,India,19.229843,72.945706,Miscellaneous,None,Essential,No,No,No,Leisure POS swipe
TXN-100135,CUST-1001,2025-05-29,10:54:25,5,2,2025,22,29,Thursday,No,Vegetables,Online Vegetable Order,Purchase at Blinkit Vegetables - Online Vegetable Order,Blinkit Vegetables,Vegetables,Expense,44.34,INR,UPI,Current Account,Pune,MH,India,18.545445,73.851815,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-100136,CUST-1001,2024-03-24,11:58:06,3,1,2024,12,24,Sunday,Yes,Shopping,Ajio Fashion,Purchase at Flipkart Online Sale - Ajio Fashion,Flipkart Online Sale,Shopping,Expense,93.28,INR,UPI,Savings Account,Pune,MH,India,18.593638,73.874985,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-100137,CUST-1001,2023-01-20,18:13:41,1,1,2023,3,20,Friday,No,Gold,Digital Gold,Purchase at Tanishq Jewelers Purchase - Digital Gold,Tanishq Jewelers Purchase,Gold,Expense,1479.24,INR,Net Banking,Savings Account,Pune,MH,India,18.529515,73.878347,Investments & Savings,None,Savings,No,No,No,Routine purchase
TXN-100138,CUST-1002,2025-04-22,13:03:10,4,2,2025,17,22,Tuesday,No,Food,Coffee Shops,Purchase at Zomato Order - Coffee Shops,Zomato Order,Food,Expense,185.72,INR,Credit Card,Credit Card,Bangalore,KA,India,13.004884,77.616479,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-100139,CUST-1001,2023-10-16,13:49:30,10,4,2023,42,16,Monday,No,Dining,Restaurant Dinner Bill,Purchase at Swiggy Delivery - Restaurant Dinner Bill,Swiggy Delivery,Dining,Expense,105.58,INR,Credit Card,Credit Card,Pune,MH,India,18.548188,73.84512,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-100140,CUST-1001,2025-12-28,10:30:00,12,4,2025,52,28,Sunday,Yes,Mutual Fund SIP,HDFC Index Fund SIP,Mutual Fund Systemic Investment Plan - CUST-1001,Groww Direct Mutual Fund,Financial Services,Expense,5000.0,INR,Net Banking,Savings Account,Pune,MH,India,18.516217,73.843194,Investments & Savings,None,Savings,Yes,Yes,Yes,Monthly mutual fund SIP accumulation
TXN-100141,CUST-1005,2023-09-11,22:18:15,9,3,2023,37,11,Monday,No,Milk,Milk Packets,Purchase at Mother Dairy Cabin - Milk Packets,Mother Dairy Cabin,Milk,Expense,75.37,INR,UPI,Current Account,Ahmedabad,GJ,India,22.986744,72.629706,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100142,CUST-1004,2023-08-23,12:26:13,8,3,2023,34,23,Wednesday,No,Entertainment,Amazon Prime India Subscription,Purchase at Disney+ Hotstar Subscription - Amazon Prime India Subscription,Disney+ Hotstar Subscription,Entertainment,Expense,942.48,INR,Credit Card,Credit Card,Delhi,DL,India,28.704944,77.057257,Entertainment,None,Discretionary,No,No,No,Routine purchase
TXN-100143,CUST-1004,2023-09-20,09:29:35,9,3,2023,38,20,Wednesday,No,Vegetables,Online Vegetable Order,Purchase at Blinkit Vegetables - Online Vegetable Order,Blinkit Vegetables,Vegetables,Expense,562.43,INR,UPI,Current Account,Delhi,DL,India,28.66067,77.103692,Groceries,None,Essential,No,No,No,Routine purchase
TXN-100144,CUST-1003,2025-09-28,16:13:19,9,3,2025,39,28,Sunday,Yes,Fuel,HP Petrol Pump,Purchase at Indian Oil Petrol Pump - HP Petrol Pump,Indian Oil Petrol Pump,Fuel,Expense,3297.9,INR,Debit Card,Current Account,Mumbai,MH,India,19.127982,72.825874,Transportation,None,Essential,No,Yes,No,Leisure POS swipe
